obs,pid,monthnum,year,pud,park,month
786,5,6,2005,3,REDW,June
787,5,7,2005,14,REDW,July
788,5,8,2005,16,REDW,August
789,5,9,2005,7,REDW,September
790,5,10,2005,4,REDW,October
791,5,11,2005,4,REDW,November
792,5,12,2005,2,REDW,December
793,5,1,2006,4,REDW,January
794,5,2,2006,3,REDW,February
795,5,3,2006,0,REDW,March
796,5,4,2006,6,REDW,April
797,5,5,2006,18,REDW,May
798,5,6,2006,24,REDW,June
799,5,7,2006,36,REDW,July
800,5,8,2006,20,REDW,August
801,5,9,2006,33,REDW,September
802,5,10,2006,11,REDW,October
803,5,11,2006,9,REDW,November
804,5,12,2006,5,REDW,December
805,5,1,2007,8,REDW,January
806,5,2,2007,9,REDW,February
807,5,3,2007,17,REDW,March
808,5,4,2007,22,REDW,April
809,5,5,2007,31,REDW,May
810,5,6,2007,27,REDW,June
811,5,7,2007,44,REDW,July
812,5,8,2007,41,REDW,August
813,5,9,2007,47,REDW,September
814,5,10,2007,27,REDW,October
815,5,11,2007,16,REDW,November
816,5,12,2007,13,REDW,December
817,5,1,2008,10,REDW,January
818,5,2,2008,11,REDW,February
819,5,3,2008,15,REDW,March
820,5,4,2008,19,REDW,April
821,5,5,2008,39,REDW,May
822,5,6,2008,42,REDW,June
823,5,7,2008,53,REDW,July
824,5,8,2008,46,REDW,August
825,5,9,2008,38,REDW,September
826,5,10,2008,14,REDW,October
827,5,11,2008,32,REDW,November
828,5,12,2008,9,REDW,December
829,5,1,2009,24,REDW,January
830,5,2,2009,5,REDW,February
831,5,3,2009,17,REDW,March
832,5,4,2009,31,REDW,April
833,5,5,2009,45,REDW,May
834,5,6,2009,42,REDW,June
835,5,7,2009,57,REDW,July
836,5,8,2009,52,REDW,August
837,5,9,2009,31,REDW,September
838,5,10,2009,16,REDW,October
839,5,11,2009,15,REDW,November
840,5,12,2009,8,REDW,December
841,5,1,2010,8,REDW,January
842,5,2,2010,12,REDW,February
843,5,3,2010,26,REDW,March
844,5,4,2010,11,REDW,April
845,5,5,2010,41,REDW,May
846,5,6,2010,55,REDW,June
847,5,7,2010,64,REDW,July
848,5,8,2010,76,REDW,August
849,5,9,2010,50,REDW,September
850,5,10,2010,15,REDW,October
851,5,11,2010,24,REDW,November
852,5,12,2010,14,REDW,December
853,5,1,2011,18,REDW,January
854,5,2,2011,13,REDW,February
855,5,3,2011,18,REDW,March
856,5,4,2011,29,REDW,April
857,5,5,2011,48,REDW,May
858,5,6,2011,56,REDW,June
859,5,7,2011,70,REDW,July
860,5,8,2011,51,REDW,August
861,5,9,2011,31,REDW,September
862,5,10,2011,19,REDW,October
863,5,11,2011,32,REDW,November
864,5,12,2011,12,REDW,December
865,5,1,2012,24,REDW,January
866,5,2,2012,20,REDW,February
867,5,3,2012,9,REDW,March
868,5,4,2012,16,REDW,April
869,5,5,2012,49,REDW,May
870,5,6,2012,67,REDW,June
871,5,7,2012,54,REDW,July
872,5,8,2012,61,REDW,August
873,5,9,2012,58,REDW,September
874,5,10,2012,20,REDW,October
875,5,11,2012,15,REDW,November
876,5,12,2012,12,REDW,December
877,5,1,2013,10,REDW,January
878,5,2,2013,9,REDW,February
879,5,3,2013,17,REDW,March
880,5,4,2013,23,REDW,April
881,5,5,2013,37,REDW,May
882,5,6,2013,33,REDW,June
883,5,7,2013,59,REDW,July
884,5,8,2013,41,REDW,August
885,5,9,2013,29,REDW,September
886,5,10,2013,27,REDW,October
887,5,11,2013,8,REDW,November
888,5,12,2013,11,REDW,December
889,5,1,2014,6,REDW,January
890,5,2,2014,9,REDW,February
891,5,3,2014,19,REDW,March
892,5,4,2014,20,REDW,April
893,5,5,2014,28,REDW,May
894,5,6,2014,34,REDW,June
895,5,7,2014,45,REDW,July
896,5,8,2014,32,REDW,August
897,5,9,2014,25,REDW,September
898,5,10,2014,18,REDW,October
899,5,11,2014,11,REDW,November
900,5,12,2014,19,REDW,December
901,5,1,2015,14,REDW,January
902,5,2,2015,9,REDW,February
903,5,3,2015,12,REDW,March
904,5,4,2015,7,REDW,April
905,5,5,2015,36,REDW,May
906,5,6,2015,38,REDW,June
907,5,7,2015,40,REDW,July
908,5,8,2015,27,REDW,August
909,5,9,2015,26,REDW,September
910,5,10,2015,20,REDW,October
911,5,11,2015,19,REDW,November
912,5,12,2015,16,REDW,December
913,5,1,2016,14,REDW,January
914,5,2,2016,16,REDW,February
915,5,3,2016,11,REDW,March
916,5,4,2016,13,REDW,April
917,5,5,2016,28,REDW,May
918,5,6,2016,32,REDW,June
919,5,7,2016,38,REDW,July
920,5,8,2016,38,REDW,August
921,5,9,2016,19,REDW,September
922,5,10,2016,21,REDW,October
923,5,11,2016,17,REDW,November
924,5,12,2016,5,REDW,December
925,5,1,2017,6,REDW,January
926,5,2,2017,10,REDW,February
927,5,3,2017,10,REDW,March
928,5,4,2017,10,REDW,April
929,5,5,2017,30,REDW,May
930,5,6,2017,14,REDW,June
931,5,7,2017,19,REDW,July
932,5,8,2017,23,REDW,August
933,5,9,2017,10,REDW,September
934,5,10,2017,12,REDW,October
935,5,11,2017,9,REDW,November
936,5,12,2017,6,REDW,December
937,6,1,2005,3,SHEN,January
938,6,2,2005,0,SHEN,February
939,6,3,2005,0,SHEN,March
940,6,4,2005,4,SHEN,April
941,6,5,2005,16,SHEN,May
942,6,6,2005,10,SHEN,June
943,6,7,2005,20,SHEN,July
944,6,8,2005,8,SHEN,August
945,6,9,2005,13,SHEN,September
946,6,10,2005,19,SHEN,October
947,6,11,2005,16,SHEN,November
948,6,12,2005,3,SHEN,December
949,6,1,2006,10,SHEN,January
950,6,2,2006,6,SHEN,February
951,6,3,2006,6,SHEN,March
952,6,4,2006,25,SHEN,April
953,6,5,2006,32,SHEN,May
954,6,6,2006,35,SHEN,June
955,6,7,2006,39,SHEN,July
956,6,8,2006,28,SHEN,August
957,6,9,2006,39,SHEN,September
958,6,10,2006,75,SHEN,October
959,6,11,2006,21,SHEN,November
960,6,12,2006,16,SHEN,December
961,6,1,2007,17,SHEN,January
962,6,2,2007,7,SHEN,February
963,6,3,2007,25,SHEN,March
964,6,4,2007,36,SHEN,April
965,6,5,2007,52,SHEN,May
966,6,6,2007,63,SHEN,June
967,6,7,2007,50,SHEN,July
968,6,8,2007,51,SHEN,August
969,6,9,2007,48,SHEN,September
970,6,10,2007,97,SHEN,October
971,6,11,2007,52,SHEN,November
972,6,12,2007,12,SHEN,December
973,6,1,2008,19,SHEN,January
974,6,2,2008,14,SHEN,February
975,6,3,2008,22,SHEN,March
976,6,4,2008,33,SHEN,April
977,6,5,2008,75,SHEN,May
978,6,6,2008,61,SHEN,June
979,6,7,2008,72,SHEN,July
980,6,8,2008,81,SHEN,August
981,6,9,2008,45,SHEN,September
982,6,10,2008,119,SHEN,October
983,6,11,2008,47,SHEN,November
984,6,12,2008,12,SHEN,December
985,6,1,2009,19,SHEN,January
986,6,2,2009,22,SHEN,February
987,6,3,2009,17,SHEN,March
988,6,4,2009,46,SHEN,April
989,6,5,2009,79,SHEN,May
990,6,6,2009,54,SHEN,June
991,6,7,2009,75,SHEN,July
992,6,8,2009,39,SHEN,August
993,6,9,2009,46,SHEN,September
994,6,10,2009,114,SHEN,October
995,6,11,2009,47,SHEN,November
996,6,12,2009,9,SHEN,December
997,6,1,2010,13,SHEN,January
998,6,2,2010,2,SHEN,February
999,6,3,2010,19,SHEN,March
1000,6,4,2010,44,SHEN,April
1001,6,5,2010,70,SHEN,May
1002,6,6,2010,77,SHEN,June
1003,6,7,2010,69,SHEN,July
1004,6,8,2010,77,SHEN,August
1005,6,9,2010,77,SHEN,September
1006,6,10,2010,196,SHEN,October
1007,6,11,2010,57,SHEN,November
1008,6,12,2010,15,SHEN,December
1009,6,1,2011,13,SHEN,January
1010,6,2,2011,23,SHEN,February
1011,6,3,2011,29,SHEN,March
1012,6,4,2011,51,SHEN,April
1013,6,5,2011,77,SHEN,May
1014,6,6,2011,59,SHEN,June
1015,6,7,2011,71,SHEN,July
1016,6,8,2011,36,SHEN,August
1017,6,9,2011,54,SHEN,September
1018,6,10,2011,165,SHEN,October
1019,6,11,2011,48,SHEN,November
1020,6,12,2011,14,SHEN,December
1021,6,1,2012,15,SHEN,January
1022,6,2,2012,11,SHEN,February
1023,6,3,2012,21,SHEN,March
1024,6,4,2012,50,SHEN,April
1025,6,5,2012,49,SHEN,May
1026,6,6,2012,55,SHEN,June
1027,6,7,2012,45,SHEN,July
1028,6,8,2012,42,SHEN,August
1029,6,9,2012,62,SHEN,September
1030,6,10,2012,131,SHEN,October
1031,6,11,2012,38,SHEN,November
1032,6,12,2012,19,SHEN,December
1033,6,1,2013,10,SHEN,January
1034,6,2,2013,8,SHEN,February
1035,6,3,2013,18,SHEN,March
1036,6,4,2013,37,SHEN,April
1037,6,5,2013,76,SHEN,May
1038,6,6,2013,55,SHEN,June
1039,6,7,2013,56,SHEN,July
1040,6,8,2013,43,SHEN,August
1041,6,9,2013,41,SHEN,September
1042,6,10,2013,47,SHEN,October
1043,6,11,2013,52,SHEN,November
1044,6,12,2013,7,SHEN,December
1045,6,1,2014,10,SHEN,January
1046,6,2,2014,5,SHEN,February
1047,6,3,2014,5,SHEN,March
1048,6,4,2014,27,SHEN,April
1049,6,5,2014,53,SHEN,May
1050,6,6,2014,31,SHEN,June
1051,6,7,2014,46,SHEN,July
1052,6,8,2014,45,SHEN,August
1053,6,9,2014,35,SHEN,September
1054,6,10,2014,92,SHEN,October
1055,6,11,2014,27,SHEN,November
1056,6,12,2014,7,SHEN,December
1057,6,1,2015,10,SHEN,January
1058,6,2,2015,10,SHEN,February
1059,6,3,2015,12,SHEN,March
1060,6,4,2015,28,SHEN,April
1061,6,5,2015,41,SHEN,May
1062,6,6,2015,40,SHEN,June
1063,6,7,2015,40,SHEN,July
1064,6,8,2015,48,SHEN,August
1065,6,9,2015,49,SHEN,September
1066,6,10,2015,108,SHEN,October
1067,6,11,2015,27,SHEN,November
1068,6,12,2015,22,SHEN,December
1069,6,1,2016,20,SHEN,January
1070,6,2,2016,15,SHEN,February
1071,6,3,2016,15,SHEN,March
1072,6,4,2016,34,SHEN,April
1073,6,5,2016,60,SHEN,May
1074,6,6,2016,42,SHEN,June
1075,6,7,2016,54,SHEN,July
1076,6,8,2016,43,SHEN,August
1077,6,9,2016,34,SHEN,September
1078,6,10,2016,83,SHEN,October
1079,6,11,2016,40,SHEN,November
1080,6,12,2016,10,SHEN,December
1081,6,1,2017,7,SHEN,January
1082,6,2,2017,10,SHEN,February
1083,6,3,2017,9,SHEN,March
1084,6,4,2017,29,SHEN,April
1085,6,5,2017,31,SHEN,May
1086,6,6,2017,25,SHEN,June
1087,6,7,2017,18,SHEN,July
1088,6,8,2017,13,SHEN,August
1089,6,9,2017,15,SHEN,September
1090,6,10,2017,27,SHEN,October
1091,6,11,2017,18,SHEN,November
1092,6,12,2017,2,SHEN,December
1093,7,1,2005,0,WOTR,January
1094,7,2,2005,0,WOTR,February
1095,7,3,2005,0,WOTR,March
1096,7,4,2005,0,WOTR,April
1097,7,5,2005,1,WOTR,May
1098,7,6,2005,1,WOTR,June
1099,7,7,2005,2,WOTR,July
1100,7,8,2005,2,WOTR,August
1101,7,9,2005,1,WOTR,September
1102,7,10,2005,0,WOTR,October
1103,7,11,2005,0,WOTR,November
1104,7,12,2005,0,WOTR,December
1105,7,1,2006,0,WOTR,January
1106,7,2,2006,0,WOTR,February
1107,7,3,2006,0,WOTR,March
1108,7,4,2006,0,WOTR,April
1109,7,5,2006,2,WOTR,May
1110,7,6,2006,4,WOTR,June
1111,7,7,2006,1,WOTR,July
1112,7,8,2006,7,WOTR,August
1113,7,9,2006,0,WOTR,September
1114,7,10,2006,0,WOTR,October
1115,7,11,2006,0,WOTR,November
1116,7,12,2006,0,WOTR,December
1117,7,1,2007,0,WOTR,January
1118,7,2,2007,0,WOTR,February
1119,7,3,2007,0,WOTR,March
1120,7,4,2007,0,WOTR,April
1121,7,5,2007,2,WOTR,May
1122,7,6,2007,4,WOTR,June
1123,7,7,2007,4,WOTR,July
1124,7,8,2007,2,WOTR,August
1125,7,9,2007,0,WOTR,September
1126,7,10,2007,0,WOTR,October
1127,7,11,2007,0,WOTR,November
1128,7,12,2007,0,WOTR,December
1129,7,1,2008,0,WOTR,January
1130,7,2,2008,0,WOTR,February
1131,7,3,2008,0,WOTR,March
1132,7,4,2008,0,WOTR,April
1133,7,5,2008,2,WOTR,May
1134,7,6,2008,1,WOTR,June
1135,7,7,2008,3,WOTR,July
1136,7,8,2008,6,WOTR,August
1137,7,9,2008,0,WOTR,September
1138,7,10,2008,1,WOTR,October
1139,7,11,2008,1,WOTR,November
1140,7,12,2008,0,WOTR,December
1141,7,1,2009,0,WOTR,January
1142,7,2,2009,0,WOTR,February
1143,7,3,2009,0,WOTR,March
1144,7,4,2009,0,WOTR,April
1145,7,5,2009,4,WOTR,May
1146,7,6,2009,8,WOTR,June
1147,7,7,2009,11,WOTR,July
1148,7,8,2009,4,WOTR,August
1149,7,9,2009,0,WOTR,September
1150,7,10,2009,0,WOTR,October
1151,7,11,2009,0,WOTR,November
1152,7,12,2009,0,WOTR,December
1153,7,1,2010,1,WOTR,January
1154,7,2,2010,1,WOTR,February
1155,7,3,2010,0,WOTR,March
1156,7,4,2010,0,WOTR,April
1157,7,5,2010,6,WOTR,May
1158,7,6,2010,7,WOTR,June
1159,7,7,2010,5,WOTR,July
1160,7,8,2010,3,WOTR,August
1161,7,9,2010,3,WOTR,September
1162,7,10,2010,0,WOTR,October
1163,7,11,2010,0,WOTR,November
1164,7,12,2010,2,WOTR,December
1165,7,1,2011,0,WOTR,January
1166,7,2,2011,0,WOTR,February
1167,7,3,2011,0,WOTR,March
1168,7,4,2011,0,WOTR,April
1169,7,5,2011,3,WOTR,May
1170,7,6,2011,6,WOTR,June
1171,7,7,2011,10,WOTR,July
1172,7,8,2011,1,WOTR,August
1173,7,9,2011,0,WOTR,September
1174,7,10,2011,0,WOTR,October
1175,7,11,2011,0,WOTR,November
1176,7,12,2011,0,WOTR,December
1177,7,1,2012,0,WOTR,January
1178,7,2,2012,0,WOTR,February
1179,7,3,2012,0,WOTR,March
1180,7,4,2012,0,WOTR,April
1181,7,5,2012,2,WOTR,May
1182,7,6,2012,11,WOTR,June
1183,7,7,2012,14,WOTR,July
1184,7,8,2012,9,WOTR,August
1185,7,9,2012,2,WOTR,September
1186,7,10,2012,0,WOTR,October
1187,7,11,2012,0,WOTR,November
1188,7,12,2012,0,WOTR,December
1189,7,1,2013,0,WOTR,January
1190,7,2,2013,0,WOTR,February
1191,7,3,2013,0,WOTR,March
1192,7,4,2013,0,WOTR,April
1193,7,5,2013,3,WOTR,May
1194,7,6,2013,5,WOTR,June
1195,7,7,2013,3,WOTR,July
1196,7,8,2013,7,WOTR,August
1197,7,9,2013,2,WOTR,September
1198,7,10,2013,1,WOTR,October
1199,7,11,2013,0,WOTR,November
1200,7,12,2013,0,WOTR,December
1201,7,1,2014,0,WOTR,January
1202,7,2,2014,0,WOTR,February
1203,7,3,2014,2,WOTR,March
1204,7,4,2014,0,WOTR,April
1205,7,5,2014,1,WOTR,May
1206,7,6,2014,6,WOTR,June
1207,7,7,2014,7,WOTR,July
1208,7,8,2014,6,WOTR,August
1209,7,9,2014,0,WOTR,September
1210,7,10,2014,0,WOTR,October
1211,7,11,2014,0,WOTR,November
1212,7,12,2014,1,WOTR,December
1213,7,1,2015,0,WOTR,January
1214,7,2,2015,1,WOTR,February
1215,7,3,2015,0,WOTR,March
1216,7,4,2015,0,WOTR,April
1217,7,5,2015,5,WOTR,May
1218,7,6,2015,7,WOTR,June
1219,7,7,2015,4,WOTR,July
1220,7,8,2015,3,WOTR,August
1221,7,9,2015,2,WOTR,September
1222,7,10,2015,0,WOTR,October
1223,7,11,2015,0,WOTR,November
1224,7,12,2015,0,WOTR,December
1225,7,1,2016,0,WOTR,January
1226,7,2,2016,1,WOTR,February
1227,7,3,2016,0,WOTR,March
1228,7,4,2016,1,WOTR,April
1229,7,5,2016,1,WOTR,May
1230,7,6,2016,6,WOTR,June
1231,7,7,2016,5,WOTR,July
1232,7,8,2016,5,WOTR,August
1233,7,9,2016,4,WOTR,September
1234,7,10,2016,0,WOTR,October
1235,7,11,2016,0,WOTR,November
1236,7,12,2016,0,WOTR,December
1237,7,1,2017,0,WOTR,January
1238,7,2,2017,0,WOTR,February
1239,7,3,2017,0,WOTR,March
1240,7,4,2017,2,WOTR,April
1241,7,5,2017,0,WOTR,May
1242,7,6,2017,1,WOTR,June
1243,7,7,2017,3,WOTR,July
1244,7,8,2017,2,WOTR,August
1245,7,9,2017,2,WOTR,September
1246,7,10,2017,1,WOTR,October
1247,7,11,2017,0,WOTR,November
1248,7,12,2017,0,WOTR,December
1249,8,1,2005,6,ARCH,January
1250,8,2,2005,7,ARCH,February
1251,8,3,2005,14,ARCH,March
1252,8,4,2005,16,ARCH,April
1253,8,5,2005,33,ARCH,May
1254,8,6,2005,35,ARCH,June
1255,8,7,2005,26,ARCH,July
1256,8,8,2005,29,ARCH,August
1257,8,9,2005,27,ARCH,September
1258,8,10,2005,32,ARCH,October
1259,8,11,2005,14,ARCH,November
1260,8,12,2005,6,ARCH,December
1261,8,1,2006,17,ARCH,January
1262,8,2,2006,5,ARCH,February
1263,8,3,2006,34,ARCH,March
1264,8,4,2006,40,ARCH,April
1265,8,5,2006,48,ARCH,May
1266,8,6,2006,41,ARCH,June
1267,8,7,2006,49,ARCH,July
1268,8,8,2006,68,ARCH,August
1269,8,9,2006,65,ARCH,September
1270,8,10,2006,52,ARCH,October
1271,8,11,2006,42,ARCH,November
1272,8,12,2006,17,ARCH,December
1273,8,1,2007,33,ARCH,January
1274,8,2,2007,22,ARCH,February
1275,8,3,2007,51,ARCH,March
1276,8,4,2007,75,ARCH,April
1277,8,5,2007,118,ARCH,May
1278,8,6,2007,78,ARCH,June
1279,8,7,2007,88,ARCH,July
1280,8,8,2007,103,ARCH,August
1281,8,9,2007,106,ARCH,September
1282,8,10,2007,97,ARCH,October
1283,8,11,2007,59,ARCH,November
1284,8,12,2007,39,ARCH,December
1285,8,1,2008,47,ARCH,January
1286,8,2,2008,46,ARCH,February
1287,8,3,2008,75,ARCH,March
1288,8,4,2008,71,ARCH,April
1289,8,5,2008,77,ARCH,May
1290,8,6,2008,105,ARCH,June
1291,8,7,2008,86,ARCH,July
1292,8,8,2008,108,ARCH,August
1293,8,9,2008,100,ARCH,September
1294,8,10,2008,65,ARCH,October
1295,8,11,2008,46,ARCH,November
1296,8,12,2008,33,ARCH,December
1297,8,1,2009,28,ARCH,January
1298,8,2,2009,35,ARCH,February
1299,8,3,2009,70,ARCH,March
1300,8,4,2009,88,ARCH,April
1301,8,5,2009,146,ARCH,May
1302,8,6,2009,126,ARCH,June
1303,8,7,2009,86,ARCH,July
1304,8,8,2009,115,ARCH,August
1305,8,9,2009,91,ARCH,September
1306,8,10,2009,96,ARCH,October
1307,8,11,2009,62,ARCH,November
1308,8,12,2009,33,ARCH,December
1309,8,1,2010,31,ARCH,January
1310,8,2,2010,22,ARCH,February
1311,8,3,2010,46,ARCH,March
1312,8,4,2010,94,ARCH,April
1313,8,5,2010,130,ARCH,May
1314,8,6,2010,145,ARCH,June
1315,8,7,2010,84,ARCH,July
1316,8,8,2010,146,ARCH,August
1317,8,9,2010,168,ARCH,September
1318,8,10,2010,113,ARCH,October
1319,8,11,2010,53,ARCH,November
1320,8,12,2010,33,ARCH,December
1321,8,1,2011,37,ARCH,January
1322,8,2,2011,32,ARCH,February
1323,8,3,2011,65,ARCH,March
1324,8,4,2011,105,ARCH,April
1325,8,5,2011,156,ARCH,May
1326,8,6,2011,134,ARCH,June
1327,8,7,2011,108,ARCH,July
1328,8,8,2011,126,ARCH,August
1329,8,9,2011,144,ARCH,September
1330,8,10,2011,123,ARCH,October
1331,8,11,2011,63,ARCH,November
1332,8,12,2011,45,ARCH,December
1333,8,1,2012,52,ARCH,January
1334,8,2,2012,37,ARCH,February
1335,8,3,2012,72,ARCH,March
1336,8,4,2012,95,ARCH,April
1337,8,5,2012,115,ARCH,May
1338,8,6,2012,93,ARCH,June
1339,8,7,2012,112,ARCH,July
1340,8,8,2012,109,ARCH,August
1341,8,9,2012,130,ARCH,September
1342,8,10,2012,119,ARCH,October
1343,8,11,2012,78,ARCH,November
1344,8,12,2012,55,ARCH,December
1345,8,1,2013,30,ARCH,January
1346,8,2,2013,33,ARCH,February
1347,8,3,2013,82,ARCH,March
1348,8,4,2013,91,ARCH,April
1349,8,5,2013,125,ARCH,May
1350,8,6,2013,119,ARCH,June
1351,8,7,2013,105,ARCH,July
1352,8,8,2013,85,ARCH,August
1353,8,9,2013,99,ARCH,September
1354,8,10,2013,43,ARCH,October
1355,8,11,2013,48,ARCH,November
1356,8,12,2013,19,ARCH,December
1357,8,1,2014,43,ARCH,January
1358,8,2,2014,28,ARCH,February
1359,8,3,2014,81,ARCH,March
1360,8,4,2014,85,ARCH,April
1361,8,5,2014,103,ARCH,May
1362,8,6,2014,88,ARCH,June
1363,8,7,2014,88,ARCH,July
1364,8,8,2014,90,ARCH,August
1365,8,9,2014,86,ARCH,September
1366,8,10,2014,80,ARCH,October
1367,8,11,2014,44,ARCH,November
1368,8,12,2014,40,ARCH,December
1369,8,1,2015,32,ARCH,January
1370,8,2,2015,30,ARCH,February
1371,8,3,2015,67,ARCH,March
1372,8,4,2015,69,ARCH,April
1373,8,5,2015,96,ARCH,May
1374,8,6,2015,72,ARCH,June
1375,8,7,2015,56,ARCH,July
1376,8,8,2015,75,ARCH,August
1377,8,9,2015,73,ARCH,September
1378,8,10,2015,84,ARCH,October
1379,8,11,2015,54,ARCH,November
1380,8,12,2015,17,ARCH,December
1381,8,1,2016,12,ARCH,January
1382,8,2,2016,10,ARCH,February
1383,8,3,2016,37,ARCH,March
1384,8,4,2016,64,ARCH,April
1385,8,5,2016,61,ARCH,May
1386,8,6,2016,52,ARCH,June
1387,8,7,2016,55,ARCH,July
1388,8,8,2016,56,ARCH,August
1389,8,9,2016,57,ARCH,September
1390,8,10,2016,73,ARCH,October
1391,8,11,2016,33,ARCH,November
1392,8,12,2016,26,ARCH,December
1393,8,1,2017,8,ARCH,January
1394,8,2,2017,18,ARCH,February
1395,8,3,2017,37,ARCH,March
1396,8,4,2017,42,ARCH,April
1397,8,5,2017,37,ARCH,May
1398,8,6,2017,25,ARCH,June
1399,8,7,2017,19,ARCH,July
1400,8,8,2017,57,ARCH,August
1401,8,9,2017,45,ARCH,September
1402,8,10,2017,28,ARCH,October
1403,8,11,2017,16,ARCH,November
1404,8,12,2017,13,ARCH,December
1405,9,1,2005,2,DRTO,January
1406,9,2,2005,1,DRTO,February
1407,9,3,2005,0,DRTO,March
1408,9,4,2005,0,DRTO,April
1409,9,5,2005,3,DRTO,May
1410,9,6,2005,0,DRTO,June
1411,9,7,2005,0,DRTO,July
1412,9,8,2005,0,DRTO,August
1413,9,9,2005,1,DRTO,September
1414,9,10,2005,0,DRTO,October
1415,9,11,2005,1,DRTO,November
1416,9,12,2005,2,DRTO,December
1417,9,1,2006,3,DRTO,January
1418,9,2,2006,1,DRTO,February
1419,9,3,2006,0,DRTO,March
1420,9,4,2006,1,DRTO,April
1421,9,5,2006,2,DRTO,May
1422,9,6,2006,1,DRTO,June
1423,9,7,2006,1,DRTO,July
1424,9,8,2006,0,DRTO,August
1425,9,9,2006,1,DRTO,September
1426,9,10,2006,1,DRTO,October
1427,9,11,2006,1,DRTO,November
1428,9,12,2006,0,DRTO,December
1429,9,1,2007,2,DRTO,January
1430,9,2,2007,2,DRTO,February
1431,9,3,2007,2,DRTO,March
1432,9,4,2007,6,DRTO,April
1433,9,5,2007,3,DRTO,May
1434,9,6,2007,0,DRTO,June
1435,9,7,2007,1,DRTO,July
1436,9,8,2007,1,DRTO,August
1437,9,9,2007,0,DRTO,September
1438,9,10,2007,0,DRTO,October
1439,9,11,2007,2,DRTO,November
1440,9,12,2007,4,DRTO,December
1441,9,1,2008,2,DRTO,January
1442,9,2,2008,3,DRTO,February
1443,9,3,2008,1,DRTO,March
1444,9,4,2008,2,DRTO,April
1445,9,5,2008,6,DRTO,May
1446,9,6,2008,0,DRTO,June
1447,9,7,2008,1,DRTO,July
1448,9,8,2008,1,DRTO,August
1449,9,9,2008,2,DRTO,September
1450,9,10,2008,0,DRTO,October
1451,9,11,2008,4,DRTO,November
1452,9,12,2008,3,DRTO,December
1453,9,1,2009,2,DRTO,January
1454,9,2,2009,4,DRTO,February
1455,9,3,2009,4,DRTO,March
1456,9,4,2009,3,DRTO,April
1457,9,5,2009,1,DRTO,May
1458,9,6,2009,0,DRTO,June
1459,9,7,2009,0,DRTO,July
1460,9,8,2009,3,DRTO,August
1461,9,9,2009,1,DRTO,September
1462,9,10,2009,3,DRTO,October
1463,9,11,2009,1,DRTO,November
1464,9,12,2009,1,DRTO,December
1465,9,1,2010,0,DRTO,January
1466,9,2,2010,0,DRTO,February
1467,9,3,2010,3,DRTO,March
1468,9,4,2010,2,DRTO,April
1469,9,5,2010,3,DRTO,May
1470,9,6,2010,0,DRTO,June
1471,9,7,2010,4,DRTO,July
1472,9,8,2010,3,DRTO,August
1473,9,9,2010,2,DRTO,September
1474,9,10,2010,1,DRTO,October
1475,9,11,2010,1,DRTO,November
1476,9,12,2010,2,DRTO,December
1477,9,1,2011,6,DRTO,January
1478,9,2,2011,3,DRTO,February
1479,9,3,2011,7,DRTO,March
1480,9,4,2011,2,DRTO,April
1481,9,5,2011,3,DRTO,May
1482,9,6,2011,0,DRTO,June
1483,9,7,2011,2,DRTO,July
1484,9,8,2011,3,DRTO,August
1485,9,9,2011,6,DRTO,September
1486,9,10,2011,1,DRTO,October
1487,9,11,2011,2,DRTO,November
1488,9,12,2011,2,DRTO,December
1489,9,1,2012,6,DRTO,January
1490,9,2,2012,3,DRTO,February
1491,9,3,2012,10,DRTO,March
1492,9,4,2012,7,DRTO,April
1493,9,5,2012,9,DRTO,May
1494,9,6,2012,2,DRTO,June
1495,9,7,2012,7,DRTO,July
1496,9,8,2012,5,DRTO,August
1497,9,9,2012,6,DRTO,September
1498,9,10,2012,3,DRTO,October
1499,9,11,2012,2,DRTO,November
1500,9,12,2012,10,DRTO,December
1501,9,1,2013,9,DRTO,January
1502,9,2,2013,11,DRTO,February
1503,9,3,2013,8,DRTO,March
1504,9,4,2013,8,DRTO,April
1505,9,5,2013,20,DRTO,May
1506,9,6,2013,2,DRTO,June
1507,9,7,2013,0,DRTO,July
1508,9,8,2013,0,DRTO,August
1509,9,9,2013,1,DRTO,September
1510,9,10,2013,1,DRTO,October
1511,9,11,2013,2,DRTO,November
1512,9,12,2013,5,DRTO,December
1513,9,1,2014,3,DRTO,January
1514,9,2,2014,4,DRTO,February
1515,9,3,2014,3,DRTO,March
1516,9,4,2014,2,DRTO,April
1517,9,5,2014,2,DRTO,May
1518,9,6,2014,2,DRTO,June
1519,9,7,2014,6,DRTO,July
1520,9,8,2014,1,DRTO,August
1521,9,9,2014,4,DRTO,September
1522,9,10,2014,2,DRTO,October
1523,9,11,2014,3,DRTO,November
1524,9,12,2014,4,DRTO,December
1525,9,1,2015,5,DRTO,January
1526,9,2,2015,2,DRTO,February
1527,9,3,2015,3,DRTO,March
1528,9,4,2015,16,DRTO,April
1529,9,5,2015,7,DRTO,May
1530,9,6,2015,2,DRTO,June
1531,9,7,2015,0,DRTO,July
1532,9,8,2015,4,DRTO,August
1533,9,9,2015,0,DRTO,September
1534,9,10,2015,3,DRTO,October
1535,9,11,2015,3,DRTO,November
1536,9,12,2015,2,DRTO,December
1537,9,1,2016,0,DRTO,January
1538,9,2,2016,2,DRTO,February
1539,9,3,2016,1,DRTO,March
1540,9,4,2016,8,DRTO,April
